ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;situacao_compra_item_processo;criterio_julgamento;objeto_processo;unnamed_15;nome_empresarial_nome_fornecedor;unnamed_17;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000079/2025;2025-02-18;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL - MEDICAMENTOS I_x000D_ ;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;854,0;854,0;854,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000080/2025;2025-02-12;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL - MEDICAMENTOS III;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;2833,0;2833,0;2833,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000081/2025;2025-02-18;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL - MEDICAMENTOS I;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;8184,96;8184,96;8184,96
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000082/2025;2025-02-20;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;EMENALLI MEDICAL LTDA;;13.694.036/0001-64;;;;;16,3;16,3;16,3
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000083/2025;2025-02-19;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;material medico;;MEDICAL CIRURGICA LTDA;;60.683.786/0001-10;;;;;1300,0;1300,0;1300,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000084/2025;2025-02-19;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;ALFALAGOS LTDA ;;05.194.502/0001-14;;;;;2358,0;2358,0;2358,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000085/2025;2025-02-19;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;NUTRICIONAL FARMA LTDA;;08.316.438/0001-95;;;;;368,0;368,0;368,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000086/2025;2025-02-19;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL DE LABORATORIO;;ICELTEC LTDA - EPP;;71.403.927/0001-10;;;;;64,95;64,94;64,94
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000087/2025;2025-02-20;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO-HOSPITALAR;;CREMER S.A.;;82.641.325/0021-61;;;;;403,2;403,2;403,2
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000088/2025;2025-02-20;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO-HOSPITALAR -;;COTACAO COM REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA;;58.950.775/0001-08;;;;;916,0;916,0;916,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000090/2025;2025-02-11;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;medicamento;;COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA;;36.325.157/0002-15;;;;;5254,6;5254,6;5254,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000092/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;MED CENTER COMERCIAL LTDA;;00.874.929/0001-40;;;;;759,0;759,0;759,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000095/2025;2025-02-20;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTOS.;;MEDFUTURA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS DE SAUDE LTDA;;17.700.763/0005-71;;;;;16,74;16,74;16,74
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000096/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;formula nutricional;;SUPPORT PRODUTOS NUTRICIONAIS LTDA;;01.107.391/0012-63;;;;;15398,4;15398,4;15398,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000097/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL DE LABORATORIO;;LABTEST DIAGNOSTICA S/A;;16.516.296/0001-38;;;;;51,68;51,68;51,68
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000098/2025;2025-02-18;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;;20.235.404/0001-71;;;;;30737,3;30737,3;30737,3
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000099/2025;2025-02-18;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;;20.235.404/0001-71;;;;;37160,0;37160,0;37160,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000100/2025;2025-02-18;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;AMCOR FLEXIBLES BRASIL LTDA;;05.818.423/0001-37;;;;;5227,07;5227,07;5227,07
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000101/2025;2025-02-11;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MEDICO;;PROTEC EXPORT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA;;06.207.441/0001-45;;;;;1548,16;1548,16;1548,16
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000102/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;INSUMOS ANALÍTICOS.;;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;;24.638.170/0001-64;;;;;111,7;111,7;111,7
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000103/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;MASTERMED COMERCIAL LTDA -EPP;;02.662.841/0001-90;;;;;850,0;850,0;850,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000104/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO.;;MAEVE PRODUTOS HOSPITALARES LTDA;;09.034.672/0001-92;;;;;366,4;366,4;366,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000105/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;COMERCIAL CIRURGICA RIOCLARENSE LTDA;;67.729.178/0002-20;;;;;3171,0;3171,0;3171,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000106/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;EXAMES DE TOMOGRAFIA.;;INSTITUTO HERMES PARDINI S/A;;19.378.769/0001-76;;;;;2040,0;2040,0;2040,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000108/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;NUTRIÇÃO PARENTERAL MANIPULADA.;;FAMAP NUTRICAO PARENTERAL LTDA;;00.583.890/0001-01;;;;;74742,4;74742,4;74742,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000110/2025;2025-02-24;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;COMERCIAL CIRURGICA RIOCLARENSE LTDA;;67.729.178/0002-20;;;;;117,0;117,0;117,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000112/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;SUPREMA FARMA FARMACIA DE MANIPULACAO LTDA;;31.287.695/0001-68;;;;;90,0;90,0;90,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000113/2025;2025-02-11;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO;;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;44.734.671/0022-86;;;;;1008,0;1008,0;1008,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000114/2025;2025-02-24;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO;;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;44.734.671/0022-86;;;;;4960,94;4960,94;4960,94
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000116/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;1440,0;1440,0;1440,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000119/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;MG2 NUTRICAO LTDA;;39.935.073/0001-00;;;;;960,0;960,0;960,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000119/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;SUPPORT PRODUTOS NUTRICIONAIS LTDA;;01.107.391/0012-63;;;;;484,2;484,2;484,2
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000120/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL RADIOLÓGICO.;;MANANCIAL MEDICAL LTDA;;24.603.766/0001-29;;;;;9200,0;9200,0;9200,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000121/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;INSUMOS ANALÍTICOS.;;CENTRAL DE ARTIGOS PARA LABORATORIOS LTDA;;02.259.625/0001-06;;;;;299,2;299,2;299,2
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000122/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;MED CENTER COMERCIAL LTDA;;00.874.929/0001-40;;;;;737,0;737,0;737,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000123/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;INSUMOS ANALÍTICOS.;;QUIBASA QUIMICA BASICA LTDA ;;19.400.787/0001-07;;;;;8,0;8,0;8,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000125/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;;24.638.170/0001-64;;;;;8320,0;8320,0;8320,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000126/2025;2025-02-21;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;;61.418.042/0001-31;;;;;549,5;549,5;549,5
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000128/2025;2025-02-26;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;;61.418.042/0001-31;;;;;25,0;25,0;25,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000129/2025;2025-02-26;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH.;;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;;61.418.042/0001-31;;;;;12093,12;12093,12;12093,12
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000130/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;ASLI COMERCIAL LTDA;;01.578.276/0001-14;;;;;1344,0;1344,0;1344,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000131/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MMH - ATADURAS, CAMPOS E COMPRESSAS 2024 (SEI 10891/2024-63);;POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA;;02.881.877/0004-07;;;;;487,63;487,63;487,63
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000132/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAL MÉDICO-HOSPITALAR - INSUMOS PARA CME 2024;;PROTECTOR PRODUTOS HOSPITALARES LTDA;;18.466.544/0001-09;;;;;1725,0;1725,0;1725,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000133/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;AQUISIÇÃO DE MATERIAL MÉDICO - HOSPITALAR (SONDAS);;D C R SANTOS LTDA;;33.169.991/0001-90;;;;;994,4;994,4;994,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000134/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;INSUMOS ANALÍTICOS 2270.01.0048620/2024-74;;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;;24.638.170/0001-64;;;;;255,7;255,7;255,7
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000135/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL - MEDICAMENTOS I;;BIOHOSP PRODUTOS HOSPITALARES SA;;18.269.125/0001-87;;;;;993,0;993,0;993,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000136/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL - MEDICAMENTOS III;;COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA;;36.325.157/0002-15;;;;;114,4;114,4;114,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000137/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTOS MANIPULADOS 2024 2270.01.0022645/2024-89;;FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA;;04.522.343/0001-77;;;;;378,0;378,0;378,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000138/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;COMPRA CENTRAL MEDICAMENTOS IV;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;798,0;798,0;798,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000139/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;NUTRIÇÃO PARENTERAL MANIPULADA 2024 (SEI 2270.01.0014968/2024-79);;FAMAP NUTRICAO PARENTERAL LTDA;;00.583.890/0001-01;;;;;10214,6;10214,6;10214,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000140/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;materiais para construção;;W M PORTAS EMPREENDIMENTOS EM MOVEIS PLANEJADOS LTDA - EPP;;17.331.294/0001-37;;;;;14517,01;14517,01;14517,01
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000141/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;CREMER S.A.;;82.641.325/0021-61;;;;;749,0;749,0;749,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000142/2025;2025-02-25;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;medicamento;;SUPREMA FARMA FARMACIA DE MANIPULACAO LTDA;;31.287.695/0001-68;;;;;936,2;936,2;936,2
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000143/2025;2025-02-26;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;material médico;;GLOBAL DISTRIBUICAO E SERVICOS LTDA;;28.429.720/0001-96;;;;;16658,1;16658,1;16658,1
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000144/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MATERIAIS DE CONSTRUÇÃO;;W M PORTAS EMPREENDIMENTOS EM MOVEIS PLANEJADOS LTDA - EPP;;17.331.294/0001-37;;;;;2446,6;2446,6;2446,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000145/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;RP;;COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA;;36.325.157/0001-34;;;;;81,9;81,9;81,9
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000148/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;Medicamento;;INOVAMED HOSPITALAR LTDA;;12.889.035/0002-93;;;;;9,44;9,44;9,44
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000150/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO.;;MED CENTER COMERCIAL LTDA;;00.874.929/0001-40;;;;;3543,96;3543,96;3543,96
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000151/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO.;;BH FARMA COMERCIO LTDA;;42.799.163/0001-26;;;;;1896,0;1896,0;1896,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000152/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO.;;ESTRATTI VEGETALI FARMACIA E MANIPULACAO LTDA;;04.162.170/0001-23;;;;;448,0;448,0;448,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000153/2025;2025-02-28;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;MEDICAMENTO.;;ALFALAGOS LTDA ;;05.194.502/0001-14;;;;;1009,8;1009,8;1009,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000154/2025;2025-02-26;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;materiais de construção;;GAMA LUZ COMERCIO VAREJISTA LTDA;;10.174.094/0001-79;;;;;9768,54;9768,54;9768,54
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000154/2025;2025-02-26;;0;SIM;Concluído;Com Fornecedor Vencedor;Por lote;materiais de construção;;GAMA LUZ COMERCIO VAREJISTA LTDA;;10.174.094/0001-79;;;;;0,12;0,11;0,11
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0516013 000154/2025;2025-02-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por lote;materiais de construção;;GAMA LUZ COMERCIO VAREJISTA LTDA;;10.174.094/0001-79;;;;;472,5;472,5;472,5
